,OD_pair,Total_flights_AC_1,Total_flights_AC_2,Total_flights_AC_3,Direct_pax,Transfering_pax,Total pax,Total flights,City A,City B,Origin,Destination,Direct_flights,Transfer_flights
189,EDDT_LFQQ,2.0,0.0,0.0,112.0,0,112.0,2.0,Berlin,Lille,POINT (13.2877 52.5597),POINT (3.1025 50.5669),"LINESTRING (13.2877 52.5597, 3.1025 50.5669)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 3.1025 50.5669)"
190,EDDT_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Athens,POINT (13.2877 52.5597),POINT (23.948 37.9362),"LINESTRING (13.2877 52.5597, 23.948 37.9362)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 23.948 37.9362)"
191,EDDT_LIRF,0.0,3.0,0.0,206.0,154,360.0,3.0,Rome,Berlin,POINT (12.239712 41.77354),POINT (13.2877 52.5597),"LINESTRING (12.239712 41.77354, 13.2877 52.5597)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 13.2877 52.5597)"
192,EDDT_LKPR,2.0,0.0,0.0,112.0,0,112.0,2.0,Berlin,Parague,POINT (13.2877 52.5597),POINT (14.2632 50.1018),"LINESTRING (13.2877 52.5597, 14.2632 50.1018)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 14.2632 50.1018)"
193,EDDT_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Lisbon,POINT (13.2877 52.5597),POINT (-9.1359 38.7813),"LINESTRING (13.2877 52.5597, -9.1359 38.7813)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -9.1359 38.7813)"
194,EDDT_LTFM,0.0,1.0,0.0,119.0,0,119.0,1.0,Berlin,Instabul,POINT (13.2877 52.5597),POINT (28.7425 41.2593),"LINESTRING (13.2877 52.5597, 28.7425 41.2593)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 28.7425 41.2593)"
195,EDDT_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Mexico city,POINT (13.2877 52.5597),POINT (-99.0719 19.4361),"LINESTRING (13.2877 52.5597, -99.0719 19.4361)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -99.0719 19.4361)"
196,EDDT_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Dubai,POINT (13.2877 52.5597),POINT (55.3641 25.2566),"LINESTRING (13.2877 52.5597, 55.3641 25.2566)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 55.3641 25.2566)"
197,EDDT_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Tokyo,POINT (13.2877 52.5597),POINT (140.3843 35.7702),"LINESTRING (13.2877 52.5597, 140.3843 35.7702)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 140.3843 35.7702)"
198,EDDT_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Buenos Aires,POINT (13.2877 52.5597),POINT (-58.5373 -34.8165),"LINESTRING (13.2877 52.5597, -58.5373 -34.8165)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -58.5373 -34.8165)"
199,EDDT_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Rio de Janeiro,POINT (13.2877 52.5597),POINT (-43.2566 -22.8053),"LINESTRING (13.2877 52.5597, -43.2566 -22.8053)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -43.2566 -22.8053)"
200,EDDT_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,New Delhi,POINT (13.2877 52.5597),POINT (77.1006 28.5567),"LINESTRING (13.2877 52.5597, 77.1006 28.5567)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 77.1006 28.5567)"
201,EDDT_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Beijing,POINT (13.2877 52.5597),POINT (116.6031 40.0799),"LINESTRING (13.2877 52.5597, 116.6031 40.0799)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 116.6031 40.0799)"
202,EDDT_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Shanghai,POINT (13.2877 52.5597),POINT (121.8083 31.1443),"LINESTRING (13.2877 52.5597, 121.8083 31.1443)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 121.8083 31.1443)"
203,EETN_EFHK,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Tallinn,POINT (24.9633 60.3172),POINT (24.8165 59.4144),"LINESTRING (24.9633 60.3172, 24.8165 59.4144)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 24.8165 59.4144)"
204,EETN_EFRO,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Tallinn,POINT (25.8275 66.558),POINT (24.8165 59.4144),"LINESTRING (25.8275 66.558, 24.8165 59.4144)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 24.8165 59.4144)"
205,EETN_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Tallinn,Edinburgh,POINT (24.8165 59.4144),POINT (-3.3725 55.95),"LINESTRING (24.8165 59.4144, -3.3725 55.95)","LINESTRING (24.8165 59.4144, 12.239712 41.77354, -3.3725 55.95)"
206,EETN_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Eindhoven,Tallinn,POINT (5.3784 51.4505),POINT (24.8165 59.4144),"LINESTRING (5.3784 51.4505, 24.8165 59.4144)","LINESTRING (5.3784 51.4505, 12.239712 41.77354, 24.8165 59.4144)"
207,EETN_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Dublin,Tallinn,POINT (-6.2701 53.4213),POINT (24.8165 59.4144),"LINESTRING (-6.2701 53.4213, 24.8165 59.4144)","LINESTRING (-6.2701 53.4213, 12.239712 41.77354, 24.8165 59.4144)"
208,EETN_ESSA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tallinn,Stockholm,POINT (24.8165 59.4144),POINT (17.9186 59.6519),"LINESTRING (24.8165 59.4144, 17.9186 59.6519)","LINESTRING (24.8165 59.4144, 12.239712 41.77354, 17.9186 59.6519)"
209,EETN_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Tallinn,Cape town,POINT (24.8165 59.4144),POINT (18.6021 -33.9715),"LINESTRING (24.8165 59.4144, 18.6021 -33.9715)","LINESTRING (24.8165 59.4144, 12.239712 41.77354, 18.6021 -33.9715)"
210,EETN_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,New York,Tallinn,POINT (-73.7797 40.6446),POINT (24.8165 59.4144),"LINESTRING (-73.7797 40.6446, 24.8165 59.4144)","LINESTRING (-73.7797 40.6446, 12.239712 41.77354, 24.8165 59.4144)"
211,EETN_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Zagreb,Tallinn,POINT (16.0675 45.7407),POINT (24.8165 59.4144),"LINESTRING (16.0675 45.7407, 24.8165 59.4144)","LINESTRING (16.0675 45.7407, 12.239712 41.77354, 24.8165 59.4144)"
212,EETN_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Madrid,Tallinn,POINT (-3.5626 40.4719),POINT (24.8165 59.4144),"LINESTRING (-3.5626 40.4719, 24.8165 59.4144)","LINESTRING (-3.5626 40.4719, 12.239712 41.77354, 24.8165 59.4144)"
213,EETN_LFPG,0.0,0.0,0.0,0.0,0,0.0,0.0,Paris,Tallinn,POINT (2.55 49.0128),POINT (24.8165 59.4144),"LINESTRING (2.55 49.0128, 24.8165 59.4144)","LINESTRING (2.55 49.0128, 12.239712 41.77354, 24.8165 59.4144)"
214,EETN_LFQQ,0.0,0.0,0.0,0.0,0,0.0,0.0,Tallinn,Lille,POINT (24.8165 59.4144),POINT (3.1025 50.5669),"LINESTRING (24.8165 59.4144, 3.1025 50.5669)","LINESTRING (24.8165 59.4144, 12.239712 41.77354, 3.1025 50.5669)"
215,EETN_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Athens,Tallinn,POINT (23.948 37.9362),POINT (24.8165 59.4144),"LINESTRING (23.948 37.9362, 24.8165 59.4144)","LINESTRING (23.948 37.9362, 12.239712 41.77354, 24.8165 59.4144)"
216,EETN_LIRF,2.0,0.0,0.0,51.0,61,112.0,2.0,Rome,Tallinn,POINT (12.239712 41.77354),POINT (24.8165 59.4144),"LINESTRING (12.239712 41.77354, 24.8165 59.4144)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 24.8165 59.4144)"
217,EETN_LKPR,0.0,0.0,0.0,0.0,0,0.0,0.0,Tallinn,Parague,POINT (24.8165 59.4144),POINT (14.2632 50.1018),"LINESTRING (24.8165 59.4144, 14.2632 50.1018)","LINESTRING (24.8165 59.4144, 12.239712 41.77354, 14.2632 50.1018)"
218,EETN_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Tallinn,Lisbon,POINT (24.8165 59.4144),POINT (-9.1359 38.7813),"LINESTRING (24.8165 59.4144, -9.1359 38.7813)","LINESTRING (24.8165 59.4144, 12.239712 41.77354, -9.1359 38.7813)"
219,EETN_LTFM,0.0,0.0,0.0,0.0,0,0.0,0.0,Instabul,Tallinn,POINT (28.7425 41.2593),POINT (24.8165 59.4144),"LINESTRING (28.7425 41.2593, 24.8165 59.4144)","LINESTRING (28.7425 41.2593, 12.239712 41.77354, 24.8165 59.4144)"
220,EETN_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Mexico city,Tallinn,POINT (-99.0719 19.4361),POINT (24.8165 59.4144),"LINESTRING (-99.0719 19.4361, 24.8165 59.4144)","LINESTRING (-99.0719 19.4361, 12.239712 41.77354, 24.8165 59.4144)"
221,EETN_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Dubai,Tallinn,POINT (55.3641 25.2566),POINT (24.8165 59.4144),"LINESTRING (55.3641 25.2566, 24.8165 59.4144)","LINESTRING (55.3641 25.2566, 12.239712 41.77354, 24.8165 59.4144)"
222,EETN_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tokyo,Tallinn,POINT (140.3843 35.7702),POINT (24.8165 59.4144),"LINESTRING (140.3843 35.7702, 24.8165 59.4144)","LINESTRING (140.3843 35.7702, 12.239712 41.77354, 24.8165 59.4144)"
223,EETN_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Buenos Aires,Tallinn,POINT (-58.5373 -34.8165),POINT (24.8165 59.4144),"LINESTRING (-58.5373 -34.8165, 24.8165 59.4144)","LINESTRING (-58.5373 -34.8165, 12.239712 41.77354, 24.8165 59.4144)"
224,EETN_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Rio de Janeiro,Tallinn,POINT (-43.2566 -22.8053),POINT (24.8165 59.4144),"LINESTRING (-43.2566 -22.8053, 24.8165 59.4144)","LINESTRING (-43.2566 -22.8053, 12.239712 41.77354, 24.8165 59.4144)"
225,EETN_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,New Delhi,Tallinn,POINT (77.1006 28.5567),POINT (24.8165 59.4144),"LINESTRING (77.1006 28.5567, 24.8165 59.4144)","LINESTRING (77.1006 28.5567, 12.239712 41.77354, 24.8165 59.4144)"
226,EETN_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Beijing,Tallinn,POINT (116.6031 40.0799),POINT (24.8165 59.4144),"LINESTRING (116.6031 40.0799, 24.8165 59.4144)","LINESTRING (116.6031 40.0799, 12.239712 41.77354, 24.8165 59.4144)"
227,EETN_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Shanghai,Tallinn,POINT (121.8083 31.1443),POINT (24.8165 59.4144),"LINESTRING (121.8083 31.1443, 24.8165 59.4144)","LINESTRING (121.8083 31.1443, 12.239712 41.77354, 24.8165 59.4144)"
228,EFHK_EFRO,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Helsinki,POINT (25.8275 66.558),POINT (24.9633 60.3172),"LINESTRING (25.8275 66.558, 24.9633 60.3172)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 24.9633 60.3172)"
229,EFHK_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Edinburgh,POINT (24.9633 60.3172),POINT (-3.3725 55.95),"LINESTRING (24.9633 60.3172, -3.3725 55.95)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, -3.3725 55.95)"
230,EFHK_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Eindhoven,Helsinki,POINT (5.3784 51.4505),POINT (24.9633 60.3172),"LINESTRING (5.3784 51.4505, 24.9633 60.3172)","LINESTRING (5.3784 51.4505, 12.239712 41.77354, 24.9633 60.3172)"
231,EFHK_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Dublin,POINT (24.9633 60.3172),POINT (-6.2701 53.4213),"LINESTRING (24.9633 60.3172, -6.2701 53.4213)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, -6.2701 53.4213)"
232,EFHK_ESSA,2.0,0.0,0.0,112.0,0,112.0,2.0,Helsinki,Stockholm,POINT (24.9633 60.3172),POINT (17.9186 59.6519),"LINESTRING (24.9633 60.3172, 17.9186 59.6519)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 17.9186 59.6519)"
233,EFHK_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Cape town,POINT (24.9633 60.3172),POINT (18.6021 -33.9715),"LINESTRING (24.9633 60.3172, 18.6021 -33.9715)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 18.6021 -33.9715)"
234,EFHK_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,New York,Helsinki,POINT (-73.7797 40.6446),POINT (24.9633 60.3172),"LINESTRING (-73.7797 40.6446, 24.9633 60.3172)","LINESTRING (-73.7797 40.6446, 12.239712 41.77354, 24.9633 60.3172)"
235,EFHK_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Zagreb,POINT (24.9633 60.3172),POINT (16.0675 45.7407),"LINESTRING (24.9633 60.3172, 16.0675 45.7407)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 16.0675 45.7407)"
236,EFHK_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Madrid,Helsinki,POINT (-3.5626 40.4719),POINT (24.9633 60.3172),"LINESTRING (-3.5626 40.4719, 24.9633 60.3172)","LINESTRING (-3.5626 40.4719, 12.239712 41.77354, 24.9633 60.3172)"
237,EFHK_LFPG,0.0,0.0,0.0,0.0,0,0.0,0.0,Paris,Helsinki,POINT (2.55 49.0128),POINT (24.9633 60.3172),"LINESTRING (2.55 49.0128, 24.9633 60.3172)","LINESTRING (2.55 49.0128, 12.239712 41.77354, 24.9633 60.3172)"
238,EFHK_LFQQ,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Lille,POINT (24.9633 60.3172),POINT (3.1025 50.5669),"LINESTRING (24.9633 60.3172, 3.1025 50.5669)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 3.1025 50.5669)"
239,EFHK_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Athens,POINT (24.9633 60.3172),POINT (23.948 37.9362),"LINESTRING (24.9633 60.3172, 23.948 37.9362)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 23.948 37.9362)"
240,EFHK_LIRF,0.0,2.0,0.0,114.0,126,240.0,2.0,Rome,Helsinki,POINT (12.239712 41.77354),POINT (24.9633 60.3172),"LINESTRING (12.239712 41.77354, 24.9633 60.3172)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 24.9633 60.3172)"
241,EFHK_LKPR,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Parague,POINT (24.9633 60.3172),POINT (14.2632 50.1018),"LINESTRING (24.9633 60.3172, 14.2632 50.1018)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 14.2632 50.1018)"
242,EFHK_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Lisbon,POINT (24.9633 60.3172),POINT (-9.1359 38.7813),"LINESTRING (24.9633 60.3172, -9.1359 38.7813)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, -9.1359 38.7813)"
243,EFHK_LTFM,0.0,0.0,0.0,0.0,0,0.0,0.0,Instabul,Helsinki,POINT (28.7425 41.2593),POINT (24.9633 60.3172),"LINESTRING (28.7425 41.2593, 24.9633 60.3172)","LINESTRING (28.7425 41.2593, 12.239712 41.77354, 24.9633 60.3172)"
244,EFHK_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Mexico city,Helsinki,POINT (-99.0719 19.4361),POINT (24.9633 60.3172),"LINESTRING (-99.0719 19.4361, 24.9633 60.3172)","LINESTRING (-99.0719 19.4361, 12.239712 41.77354, 24.9633 60.3172)"
245,EFHK_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Dubai,Helsinki,POINT (55.3641 25.2566),POINT (24.9633 60.3172),"LINESTRING (55.3641 25.2566, 24.9633 60.3172)","LINESTRING (55.3641 25.2566, 12.239712 41.77354, 24.9633 60.3172)"
246,EFHK_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tokyo,Helsinki,POINT (140.3843 35.7702),POINT (24.9633 60.3172),"LINESTRING (140.3843 35.7702, 24.9633 60.3172)","LINESTRING (140.3843 35.7702, 12.239712 41.77354, 24.9633 60.3172)"
247,EFHK_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Buenos Aires,Helsinki,POINT (-58.5373 -34.8165),POINT (24.9633 60.3172),"LINESTRING (-58.5373 -34.8165, 24.9633 60.3172)","LINESTRING (-58.5373 -34.8165, 12.239712 41.77354, 24.9633 60.3172)"
248,EFHK_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Rio de Janeiro,Helsinki,POINT (-43.2566 -22.8053),POINT (24.9633 60.3172),"LINESTRING (-43.2566 -22.8053, 24.9633 60.3172)","LINESTRING (-43.2566 -22.8053, 12.239712 41.77354, 24.9633 60.3172)"
249,EFHK_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,New Delhi,Helsinki,POINT (77.1006 28.5567),POINT (24.9633 60.3172),"LINESTRING (77.1006 28.5567, 24.9633 60.3172)","LINESTRING (77.1006 28.5567, 12.239712 41.77354, 24.9633 60.3172)"
250,EFHK_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Beijing,Helsinki,POINT (116.6031 40.0799),POINT (24.9633 60.3172),"LINESTRING (116.6031 40.0799, 24.9633 60.3172)","LINESTRING (116.6031 40.0799, 12.239712 41.77354, 24.9633 60.3172)"
251,EFHK_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Shanghai,Helsinki,POINT (121.8083 31.1443),POINT (24.9633 60.3172),"LINESTRING (121.8083 31.1443, 24.9633 60.3172)","LINESTRING (121.8083 31.1443, 12.239712 41.77354, 24.9633 60.3172)"
252,EFRO_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Edinburgh,POINT (25.8275 66.558),POINT (-3.3725 55.95),"LINESTRING (25.8275 66.558, -3.3725 55.95)","LINESTRING (25.8275 66.558, 12.239712 41.77354, -3.3725 55.95)"
253,EFRO_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Eindhoven,POINT (25.8275 66.558),POINT (5.3784 51.4505),"LINESTRING (25.8275 66.558, 5.3784 51.4505)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 5.3784 51.4505)"
254,EFRO_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Dublin,POINT (25.8275 66.558),POINT (-6.2701 53.4213),"LINESTRING (25.8275 66.558, -6.2701 53.4213)","LINESTRING (25.8275 66.558, 12.239712 41.77354, -6.2701 53.4213)"
255,EFRO_ESSA,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Stockholm,POINT (25.8275 66.558),POINT (17.9186 59.6519),"LINESTRING (25.8275 66.558, 17.9186 59.6519)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 17.9186 59.6519)"
256,EFRO_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Cape town,POINT (25.8275 66.558),POINT (18.6021 -33.9715),"LINESTRING (25.8275 66.558, 18.6021 -33.9715)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 18.6021 -33.9715)"
257,EFRO_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,New York,Rovaniemi,POINT (-73.7797 40.6446),POINT (25.8275 66.558),"LINESTRING (-73.7797 40.6446, 25.8275 66.558)","LINESTRING (-73.7797 40.6446, 12.239712 41.77354, 25.8275 66.558)"
258,EFRO_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Zagreb,POINT (25.8275 66.558),POINT (16.0675 45.7407),"LINESTRING (25.8275 66.558, 16.0675 45.7407)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 16.0675 45.7407)"
259,EFRO_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Madrid,Rovaniemi,POINT (-3.5626 40.4719),POINT (25.8275 66.558),"LINESTRING (-3.5626 40.4719, 25.8275 66.558)","LINESTRING (-3.5626 40.4719, 12.239712 41.77354, 25.8275 66.558)"
260,EFRO_LFPG,0.0,0.0,0.0,0.0,0,0.0,0.0,Paris,Rovaniemi,POINT (2.55 49.0128),POINT (25.8275 66.558),"LINESTRING (2.55 49.0128, 25.8275 66.558)","LINESTRING (2.55 49.0128, 12.239712 41.77354, 25.8275 66.558)"
261,EFRO_LFQQ,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Lille,POINT (25.8275 66.558),POINT (3.1025 50.5669),"LINESTRING (25.8275 66.558, 3.1025 50.5669)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 3.1025 50.5669)"
262,EFRO_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Athens,POINT (25.8275 66.558),POINT (23.948 37.9362),"LINESTRING (25.8275 66.558, 23.948 37.9362)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 23.948 37.9362)"
263,EFRO_LIRF,0.0,0.0,0.0,0.0,0,0.0,0.0,Rome,Rovaniemi,POINT (12.239712 41.77354),POINT (25.8275 66.558),"LINESTRING (12.239712 41.77354, 25.8275 66.558)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 25.8275 66.558)"
264,EFRO_LKPR,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Parague,POINT (25.8275 66.558),POINT (14.2632 50.1018),"LINESTRING (25.8275 66.558, 14.2632 50.1018)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 14.2632 50.1018)"
265,EFRO_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Lisbon,POINT (25.8275 66.558),POINT (-9.1359 38.7813),"LINESTRING (25.8275 66.558, -9.1359 38.7813)","LINESTRING (25.8275 66.558, 12.239712 41.77354, -9.1359 38.7813)"
266,EFRO_LTFM,0.0,0.0,0.0,0.0,0,0.0,0.0,Instabul,Rovaniemi,POINT (28.7425 41.2593),POINT (25.8275 66.558),"LINESTRING (28.7425 41.2593, 25.8275 66.558)","LINESTRING (28.7425 41.2593, 12.239712 41.77354, 25.8275 66.558)"
267,EFRO_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Mexico city,Rovaniemi,POINT (-99.0719 19.4361),POINT (25.8275 66.558),"LINESTRING (-99.0719 19.4361, 25.8275 66.558)","LINESTRING (-99.0719 19.4361, 12.239712 41.77354, 25.8275 66.558)"
268,EFRO_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Dubai,Rovaniemi,POINT (55.3641 25.2566),POINT (25.8275 66.558),"LINESTRING (55.3641 25.2566, 25.8275 66.558)","LINESTRING (55.3641 25.2566, 12.239712 41.77354, 25.8275 66.558)"
269,EFRO_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tokyo,Rovaniemi,POINT (140.3843 35.7702),POINT (25.8275 66.558),"LINESTRING (140.3843 35.7702, 25.8275 66.558)","LINESTRING (140.3843 35.7702, 12.239712 41.77354, 25.8275 66.558)"
270,EFRO_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Buenos Aires,Rovaniemi,POINT (-58.5373 -34.8165),POINT (25.8275 66.558),"LINESTRING (-58.5373 -34.8165, 25.8275 66.558)","LINESTRING (-58.5373 -34.8165, 12.239712 41.77354, 25.8275 66.558)"
271,EFRO_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Rio de Janeiro,Rovaniemi,POINT (-43.2566 -22.8053),POINT (25.8275 66.558),"LINESTRING (-43.2566 -22.8053, 25.8275 66.558)","LINESTRING (-43.2566 -22.8053, 12.239712 41.77354, 25.8275 66.558)"
272,EFRO_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,New Delhi,Rovaniemi,POINT (77.1006 28.5567),POINT (25.8275 66.558),"LINESTRING (77.1006 28.5567, 25.8275 66.558)","LINESTRING (77.1006 28.5567, 12.239712 41.77354, 25.8275 66.558)"
273,EFRO_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Beijing,Rovaniemi,POINT (116.6031 40.0799),POINT (25.8275 66.558),"LINESTRING (116.6031 40.0799, 25.8275 66.558)","LINESTRING (116.6031 40.0799, 12.239712 41.77354, 25.8275 66.558)"
274,EFRO_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Shanghai,Rovaniemi,POINT (121.8083 31.1443),POINT (25.8275 66.558),"LINESTRING (121.8083 31.1443, 25.8275 66.558)","LINESTRING (121.8083 31.1443, 12.239712 41.77354, 25.8275 66.558)"
275,EGPH_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Eindhoven,Edinburgh,POINT (5.3784 51.4505),POINT (-3.3725 55.95),"LINESTRING (5.3784 51.4505, -3.3725 55.95)","LINESTRING (5.3784 51.4505, 12.239712 41.77354, -3.3725 55.95)"
276,EGPH_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Dublin,Edinburgh,POINT (-6.2701 53.4213),POINT (-3.3725 55.95),"LINESTRING (-6.2701 53.4213, -3.3725 55.95)","LINESTRING (-6.2701 53.4213, 12.239712 41.77354, -3.3725 55.95)"
277,EGPH_ESSA,0.0,0.0,0.0,0.0,0,0.0,0.0,Stockholm,Edinburgh,POINT (17.9186 59.6519),POINT (-3.3725 55.95),"LINESTRING (17.9186 59.6519, -3.3725 55.95)","LINESTRING (17.9186 59.6519, 12.239712 41.77354, -3.3725 55.95)"
278,EGPH_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Cape town,Edinburgh,POINT (18.6021 -33.9715),POINT (-3.3725 55.95),"LINESTRING (18.6021 -33.9715, -3.3725 55.95)","LINESTRING (18.6021 -33.9715, 12.239712 41.77354, -3.3725 55.95)"
279,EGPH_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,New York,Edinburgh,POINT (-73.7797 40.6446),POINT (-3.3725 55.95),"LINESTRING (-73.7797 40.6446, -3.3725 55.95)","LINESTRING (-73.7797 40.6446, 12.239712 41.77354, -3.3725 55.95)"
280,EGPH_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Zagreb,Edinburgh,POINT (16.0675 45.7407),POINT (-3.3725 55.95),"LINESTRING (16.0675 45.7407, -3.3725 55.95)","LINESTRING (16.0675 45.7407, 12.239712 41.77354, -3.3725 55.95)"
281,EGPH_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Madrid,Edinburgh,POINT (-3.5626 40.4719),POINT (-3.3725 55.95),"LINESTRING (-3.5626 40.4719, -3.3725 55.95)","LINESTRING (-3.5626 40.4719, 12.239712 41.77354, -3.3725 55.95)"
